event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC Fight Night: Machida vs. Anders,0.0,wsw,sub,1,230,7bfb92f7ea59dbbd,Maia Stevenson ,Polyana Viana,2018-02-03
UFC Fight Night: Machida vs. Anders,1.0,bw,ko_tko,1,66,fa77134e0d90da3b,Iuri Alcantara ,Joe Soto,2018-02-03
UFC Fight Night: Machida vs. Anders,1.0,flw,ko_tko,2,274,1fd5bf36c42ff1a2,Deiveson Figueiredo ,Joseph Morales,2018-02-03
UFC Fight Night: Jacare vs. Brunson 2,1.0,mw,ko_tko,1,230,3a94bf34e62ae5fd,Jacare Souza ,Derek Brunson,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,0.0,ftw,dec_spl,3,300,27901ef9e82d5690,Dennis Bermudez ,Andre Fili,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,0.0,lw,ko_tko,1,286,d571486369996a39,Jordan Rinaldi ,Gregor Gillespie,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,ww,dec_una,3,300,f23e2bed86b62462,Drew Dober ,Frank Camacho,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,0.0,lw,dec_una,3,300,04a1c5b7993fe4d5,Erik Koch ,Bobby Green,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,ftw,ko_tko,1,167,b8648b32caf36c5a,Mirsad Bektic ,Godofredo Pepey,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,wflw,dec_una,3,300,c5f0c83e303d80bf,Katlyn Chookagian ,Mara Romero Borella,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,wsw,dec_una,3,300,5a096f2acb44c776,Randa Markos ,Juliana Lima,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,0.0,wflw,dec_spl,3,300,6e65bec924996b5a,Justine Kish ,Ji Yeon Kim,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,lw,dec_una,3,300,ce4314886c57718b,Vinc Pichel ,Joaquim Silva,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,1.0,ww,sub,2,261,4fcbee643660d679,Niko Price ,George Sullivan,2018-01-27
UFC Fight Night: Jacare vs. Brunson 2,0.0,ftw,ko_tko,2,228,fa7cde1e2d3ae338,Austin Arnett ,Cory Sandhagen,2018-01-27
UFC 220: Miocic vs. Ngannou,1.0,ftw,ko_tko,3,32,5f617d6c19d3a281,Calvin Kattar ,Shane Burgos,2018-01-20
UFC 220: Miocic vs. Ngannou,1.0,lhw,dec_spl,3,300,5cf56c22cbc24758,Gian Villante ,Francimar Barroso,2018-01-20
UFC 220: Miocic vs. Ngannou,0.0,bw,ko_tko,2,144,889207e3c622a5aa,Thomas Almeida ,Rob Font,2018-01-20
UFC 220: Miocic vs. Ngannou,1.0,ftw,dec_una,3,300,ea66be2688f542be,Kyle Bochniak ,Brandon Davis,2018-01-20
UFC 220: Miocic vs. Ngannou,0.0,ww,ko_tko,1,227,f91709b071e8295a,Sabah Homasi ,Abdul Razak Alhassan,2018-01-20
UFC 220: Miocic vs. Ngannou,1.0,flw,dec_una,3,300,0990ac7065412e76,Dustin Ortiz ,Alexandre Pantoja,2018-01-20
UFC 220: Miocic vs. Ngannou,0.0,ftw,dec_una,3,300,50385add37239184,Dan Ige ,Julio Arce,2018-01-20
UFC 220: Miocic vs. Ngannou,0.0,ftw,dec_una,3,300,1b0fa021b1158121,Matt Bessette ,Enrique Barzola,2018-01-20
UFC 220: Miocic vs. Ngannou,1.0,lw,ko_tko,1,57,b9726184624ac076,Islam Makhachev ,Gleison Tibau,2018-01-20
UFC Fight Night: Stephens vs. Choi,1.0,ftw,ko_tko,2,156,51e684bfce8d94aa,Jeremy Stephens ,Dooho Choi,2018-01-14
UFC Fight Night: Stephens vs. Choi,0.0,wflw,dec_una,3,300,0820a29a03d58282,Paige VanZant ,Jessica-Rose Clark,2018-01-14
UFC Fight Night: Stephens vs. Choi,1.0,ww,dec_una,3,300,f767243bb48ab9d7,Kamaru Usman ,Emil Meek,2018-01-14
UFC Fight Night: Stephens vs. Choi,1.0,ftw,sub,2,142,d85c76a61a820be9,Darren Elkins ,Michael Johnson,2018-01-14
UFC Fight Night: Stephens vs. Choi,1.0,lw,dec_una,3,300,3b1453df439a5024,James Krause ,Alex White,2018-01-14
UFC Fight Night: Stephens vs. Choi,0.0,lw,ko_tko,1,60,4843f369dc8b5de5,Matt Frevola ,Marco Polo Reyes,2018-01-14
UFC Fight Night: Stephens vs. Choi,0.0,wbw,dec_una,3,300,738e0ccad2c9224b,Talita Bernardo ,Irene Aldana,2018-01-14
UFC Fight Night: Stephens vs. Choi,1.0,bw,sub,1,293,1bf1a6fc9c9acc26,Kyung Ho Kang ,Guido Cannetti,2018-01-14
UFC Fight Night: Stephens vs. Choi,0.0,wflw,dec_spl,3,300,f8bb0aed83bd8638,Kalindra Faria ,Jessica Eye,2018-01-14
UFC Fight Night: Stephens vs. Choi,0.0,wsw,dec_una,3,300,9f10afab94cafc45,Danielle Taylor ,JJ Aldrich,2018-01-14
UFC Fight Night: Stephens vs. Choi,1.0,ftw,dec_una,3,300,c4ecf4b894ccbced,Mads Burnell ,Mike Santiago,2018-01-14
UFC 219: Cyborg vs. Holm,1.0,lw,dec_una,3,300,a88a4c126d585320,Khabib Nurmagomedov ,Edson Barboza,2017-12-30
UFC 219: Cyborg vs. Holm,1.0,lw,sub,3,42,3d76ed7e224e9c99,Dan Hooker ,Marc Diakiese,2017-12-30
UFC 219: Cyborg vs. Holm,0.0,wsw,dec_una,3,300,f77e3c681fe1b04e,Cynthia Calvillo ,Carla Esparza,2017-12-30
UFC 219: Cyborg vs. Holm,0.0,ww,dec_una,3,300,c381ad2c0bf34dd9,Carlos Condit ,Neil Magny,2017-12-30
UFC 219: Cyborg vs. Holm,1.0,ftw,dec_una,3,300,147d2ab0230af48d,Myles Jury ,Ricky Glenn,2017-12-30
UFC 219: Cyborg vs. Holm,0.0,flw,dec_una,3,300,7e9ed49a1831056f,Louis Smolka ,Matheus Nicolau,2017-12-30
UFC 219: Cyborg vs. Holm,1.0,bw,sub,2,101,8f40ac90544d0003,Tim Elliott ,Mark De La Rosa,2017-12-30
UFC Fight Night: Lawler vs. Dos Anjos,0.0,ww,dec_una,5,300,d9375ede2ec2f924,Robbie Lawler ,Rafael Dos Anjos,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,0.0,ftw,ko_tko,1,273,6f350d91fb07a819,Ricardo Lamas ,Josh Emmett,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,ww,dec_una,3,300,11b8d7e801713abc,Santiago Ponzinibbio ,Mike Perry,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,lhw,ko_tko,1,165,e83046dd074ec0fa,Glover Teixeira ,Misha Cirkunov,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,0.0,lhw,dec_una,3,300,01619207a811ef01,Jared Cannonier ,Jan Blachowicz,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,mw,sub,2,162,535b8e5494cbc580,Julian Marquez ,Darren Stewart,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,ww,ko_tko,1,250,5b8d693bd1780102,Chad Laprise ,Galore Bofando,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,ww,ko_tko,1,59,71dc4379c738450f,Nordine Taleb ,Danny Roberts,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,lw,dec_una,3,300,9a1a57b0abcd4599,John Makdessi ,Abel Trujillo,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,mw,ko_tko,2,134,1e3c67921162561d,Alessio Di Chirico ,Oluwale Bamgbose,2017-12-16
UFC Fight Night: Lawler vs. Dos Anjos,1.0,ww,dec_una,3,300,a6fbd8964400dd89,Jordan Mein ,Erick Silva,2017-12-16
UFC Fight Night: Swanson vs. Ortega,0.0,ftw,sub,2,202,1d166488129030d0,Cub Swanson ,Brian Ortega,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,ftw,dec_una,3,300,0a444f30cae13d8f,Jason Knight ,Gabriel Benitez,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,bw,ko_tko,1,67,1aaa1a9ceecd6063,Marlon Moraes ,Aljamain Sterling,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,lw,dec_una,3,300,6fe21a4cb2d839fd,Scott Holtzman ,Darrell Horcher,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,mw,dec_una,3,300,c9e19742c4146bff,Eryk Anders ,Markus Perez,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,bw,dec_una,3,300,bc84680df666c96d,Albert Morales ,Benito Lopez,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,wflw,dec_spl,3,300,10a1947cb3feabc1,Alexis Davis ,Liz Carmouche,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,bw,ko_tko,2,66,fbce8f52689bce87,Luke Sanders ,Andre Soukhamthath,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,bw,sub,2,114,061081f46950fdb0,Carls John De Tomas ,Alex Perez,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,bw,dec_spl,3,300,ab853176cfe20b01,Frankie Saenz ,Merab Dvalishvili,2017-12-09
UFC Fight Night: Swanson vs. Ortega,1.0,bw,dec_una,3,300,1ed266bed8005bbe,Alejandro Perez ,Iuri Alcantara,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,lw,sub,3,50,f9536ea60551b840,Chris Gruetzemacher ,Davi Ramos,2017-12-09
UFC Fight Night: Swanson vs. Ortega,0.0,mw,ko_tko,3,147,7a57289563f9d974,Antonio Braga Neto ,Trevin Giles,2017-12-09
UFC 218: Holloway vs. Aldo 2,0.0,hw,ko_tko,1,102,4712708adb1507aa,Alistair Overeem ,Francis Ngannou,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,flw,dec_una,3,300,cc2809e10315a6b5,Henry Cejudo ,Sergio Pettis,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,lw,ko_tko,3,239,23e5acd1549b538a,Eddie Alvarez ,Justin Gaethje,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,wsw,dec_una,3,300,ea674e0285fb77f5,Tecia Torres ,Michelle Waterson,2017-12-02
UFC 218: Holloway vs. Aldo 2,0.0,lw,ko_tko,2,246,c83487136636e9bf,Charles Oliveira ,Paul Felder,2017-12-02
UFC 218: Holloway vs. Aldo 2,0.0,ww,ko_tko,3,122,54c5284c1b792912,Alex Oliveira ,Yancy Medeiros,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,lw,dec_una,3,300,676320a61f800f10,David Teymur ,Drakkar Klose,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,wsw,dec_spl,3,300,1a502852b706f674,Felice Herrig ,Cortney Casey,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,wsw,ko_tko,2,274,6c25f8fd66f16d7e,Amanda Cooper ,Angela Magana,2017-12-02
UFC 218: Holloway vs. Aldo 2,0.0,ww,ko_tko,1,261,6aea6d3e6944999c,Sabah Homasi ,Abdul Razak Alhassan,2017-12-02
UFC 218: Holloway vs. Aldo 2,0.0,lhw,sub,1,219,a3b7cbdb6d2607f4,Jeremy Kimball ,Dominick Reyes,2017-12-02
UFC 218: Holloway vs. Aldo 2,1.0,hw,ko_tko,1,153,40d9b5b47acf260b,Justin Willis ,Allen Crowder,2017-12-02
The Ultimate Fighter: A New World Champion Finale,1.0,bw,dec_una,3,300,c11b2cbe2460db0c,Sean O'Malley ,Terrion Ware,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,wflw,dec_spl,3,300,dd0c8e9880c6fa24,Barb Honchak ,Lauren Murphy,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,mw,ko_tko,2,138,52db9c816eb99800,Eric Spicely ,Gerald Meerschaert,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,bw,sub,1,30,37835a0f9bbb4d4e,Joe Soto ,Brett Johns,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,wflw,sub,1,120,f9830f1c23ac92d0,Christina Marks ,Montana De La Rosa,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,mw,ko_tko,3,58,b40bed83fc062380,Andrew Sanchez ,Ryan Janes,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,wflw,sub,1,100,8b79a80f775d9f03,Karine Gevorgyan ,Rachael Ostovich,2017-12-01
The Ultimate Fighter: A New World Champion Finale,0.0,wflw,ko_tko,2,173,f0e0effb1b2de6ae,Ariel Beck ,Shana Dobson,2017-12-01
The Ultimate Fighter: A New World Champion Finale,1.0,wflw,sub,1,132,1eccf793b54b84f8,Gillian Robertson ,Emily Whitmire,2017-12-01
UFC Fight Night: Bisping vs. Gastelum,0.0,mw,ko_tko,1,150,32ad75f6c8ca7e9f,Michael Bisping ,Kelvin Gastelum,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,ww,ko_tko,1,177,52bae6f01ea9f926,Li Jingliang ,Zak Ottow,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,ftw,dec_spl,3,300,62eaf9f2436bef25,Wang Guan ,Alex Caceres,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,0.0,ww,sub,2,202,9f428684f3db247f,Muslim Salikhov ,Alex Garcia,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,ftw,sub,3,270,4ba97e13df33388b,Zabit Magomedsharipov ,Sheymon Moraes,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,ww,ko_tko,1,15,43ae6a9daa51ed93,Song Kenan ,Bobby Nash,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,0.0,wsw,dec_una,3,300,47628ab025f19796,Kailin Curran ,Yan Xiaonan,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,ftw,sub,1,256,c8609059d2d87724,Song Yadong ,Bharat Kandare,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,0.0,hw,ko_tko,1,84,4d5c3ddc740b89ca,Chase Sherman ,Shamil Abdurakhimov,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,0.0,wbw,dec_una,3,300,e5fbb99bc3907516,Wu Yanan ,Gina Mazany,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,0.0,ftw,dec_una,3,300,903feee04bc91c59,Wuliji Buren ,Rolando Dy,2017-11-25
UFC Fight Night: Bisping vs. Gastelum,1.0,hw,sub,2,153,34c39a5a5917e0ec,Cyril Asker ,Hu Yaozong,2017-11-25
UFC Fight Night: Werdum vs. Tybura,1.0,hw,dec_una,5,300,4b0aa5c67e69ce74,Fabricio Werdum ,Marcin Tybura,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,wflw,dec_spl,3,300,2060e8172f820d80,Bec Rawlings ,Jessica-Rose Clark,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,ww,dec_spl,3,300,5ebe8d3849273776,Tim Means ,Belal Muhammad,2017-11-18
UFC Fight Night: Werdum vs. Tybura,1.0,ww,dec_spl,3,300,344bfe9c1ff511bb,Jake Matthews ,Bojan Velickovic,2017-11-18
UFC Fight Night: Werdum vs. Tybura,1.0,mw,dec_una,3,300,569e2c02f7699c0d,Elias Theodorou ,Daniel Kelly,2017-11-18
UFC Fight Night: Werdum vs. Tybura,1.0,flw,ko_tko,3,158,b90a5b9061ec54a5,Ryan Benoit ,Ashkan Mokhtarian,2017-11-18
UFC Fight Night: Werdum vs. Tybura,1.0,lw,sub,2,125,fd2c018aade60a14,Nik Lentz ,Will Brooks,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,hw,ko_tko,1,275,6971094300073d47,Rashad Coulter ,Tai Tuivasa,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,lw,dec_spl,3,300,823797bc6d532b52,Damien Brown ,Frank Camacho,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,wsw,dec_una,3,300,23b6ffc0223f8cce,Alex Chambers ,Nadia Kassem,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,flw,dec_una,3,300,c06eaf92bdfde8e6,Jenel Lausa ,Eric Shelton,2017-11-18
UFC Fight Night: Werdum vs. Tybura,0.0,hw,dec_una,3,300,51ec53f442d2cc9b,Anthony Hamilton ,Adam Wieczorek,2017-11-18
UFC Fight Night: Poirier vs. Pettis,1.0,lw,ko_tko,3,128,b55605791a4d72b9,Dustin Poirier ,Anthony Pettis,2017-11-11
UFC Fight Night: Poirier vs. Pettis,1.0,ww,ko_tko,1,224,b6b5ec324449befd,Matt Brown ,Diego Sanchez,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,hw,dec_una,3,300,603354ffe9cc0755,Junior Albini ,Andrei Arlovski,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,mw,dec_spl,3,300,7ad85c84025c0db0,Nate Marquardt ,Cezar Ferreira,2017-11-11
UFC Fight Night: Poirier vs. Pettis,1.0,bw,ko_tko,3,110,151c597d2e609a4e,Raphael Assuncao ,Matthew Lopez,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,lw,ko_tko,1,67,935f559ab0521c27,Joe Lauzon ,Clay Guida,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,bw,dec_spl,3,300,5519d7fe2cee8353,John Dodson ,Marlon Moraes,2017-11-11
UFC Fight Night: Poirier vs. Pettis,1.0,wsw,dec_una,3,300,5db3e2fdd18129a4,Tatiana Suarez ,Viviane Pereira,2017-11-11
UFC Fight Night: Poirier vs. Pettis,1.0,lw,dec_una,3,300,60de5efe5b439c8b,Sage Northcutt ,Michel Quinones,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,wsw,dec_una,3,300,7006a98fe9944571,Angela Hill ,Nina Nunes,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,ww,dec_una,3,300,d3c78cc516417797,Court McGee ,Sean Strickland,2017-11-11
UFC Fight Night: Poirier vs. Pettis,1.0,lhw,dec_una,3,300,78e554aa129711ba,Jake Collier ,Marcel Fortuna,2017-11-11
UFC Fight Night: Poirier vs. Pettis,0.0,mw,sub,1,221,4b202bae6c87b98b,Darren Stewart ,Karl Roberson,2017-11-11
UFC 217: Bisping vs. St-Pierre,1.0,ww,dec_una,3,300,80572cac6ab57866,Stephen Thompson ,Jorge Masvidal,2017-11-04
UFC 217: Bisping vs. St-Pierre,0.0,mw,ko_tko,2,83,0a46cb2887890502,Johny Hendricks ,Paulo Costa,2017-11-04
UFC 217: Bisping vs. St-Pierre,1.0,lw,ko_tko,2,299,13635ba71963ad0c,James Vick ,Joe Duffy,2017-11-04
UFC 217: Bisping vs. St-Pierre,0.0,hw,dq,1,269,8375f311e8c6c079,Walt Harris ,Mark Godbeer,2017-11-04
UFC 217: Bisping vs. St-Pierre,1.0,lhw,ko_tko,3,85,5cab50839f4a0d94,Ovince Saint Preux ,Corey Anderson,2017-11-04
UFC 217: Bisping vs. St-Pierre,1.0,ww,dec_una,3,300,e686df21c24c6c03,Randy Brown ,Mickey Gall,2017-11-04
UFC 217: Bisping vs. St-Pierre,0.0,hw,tko_doc,2,99,8c2fb17981464d8c,Aleksei Oleinik ,Curtis Blaydes,2017-11-04
UFC 217: Bisping vs. St-Pierre,0.0,bw,ko_tko,3,118,56d8cc470841f454,Aiemann Zahabi ,Ricardo Ramos,2017-11-04
UFC Fight Night: Brunson vs. Machida,1.0,mw,ko_tko,1,150,405c0b8d3960016d,Derek Brunson ,Lyoto Machida,2017-10-28
UFC Fight Night: Brunson vs. Machida,0.0,ww,dec_una,3,300,7a5baef71925258c,Demian Maia ,Colby Covington,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,bw,sub,1,243,0b557aeb2169b59f,Pedro Munhoz ,Rob Font,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,lw,dec_una,3,300,bed03663bc577f02,Francisco Trinaldo ,Jim Miller,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,mw,ko_tko,1,299,23ea24013d15c09c,Thiago Santos ,Jack Hermansson,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,bw,dec_una,3,300,d4eb3614c7734781,John Lineker ,Marlon Vera,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,ww,sub,2,248,4838bf4ca76c1c6b,Vicente Luque ,Niko Price,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,mw,sub,1,270,72d703db67371e1d,Antonio Carlos Junior ,Jack Marshman,2017-10-28
UFC Fight Night: Brunson vs. Machida,0.0,lw,dec_una,3,300,f9e07282f3444d09,Hacran Dias ,Jared Gordon,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,ww,dec_una,3,300,9dd9affa41eead4c,Elizeu Zaleski dos Santos ,Max Griffin,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,flw,dec_spl,3,300,e11e290d816c119b,Deiveson Figueiredo ,Jarred Brooks,2017-10-28
UFC Fight Night: Brunson vs. Machida,1.0,hw,sub,1,128,4ffd88b2f00f4250,Marcelo Golm ,Christian Colombo,2017-10-28
UFC Fight Night: Cerrone vs. Till,0.0,ww,ko_tko,1,260,aa7b1fca60a21f3a,Donald Cerrone ,Darren Till,2017-10-21
UFC Fight Night: Cerrone vs. Till,1.0,wsw,dec_una,3,300,d71ad0033de24fff,Karolina Kowalkiewicz ,Jodie Esquibel,2017-10-21
UFC Fight Night: Cerrone vs. Till,1.0,lhw,sub,2,182,6a315ef5bf22af29,Jan Blachowicz ,Devin Clark,2017-10-21
UFC Fight Night: Cerrone vs. Till,1.0,mw,dec_una,3,300,fdfc700e56575d67,Oskar Piechota ,Jonathan Wilson,2017-10-21
UFC Fight Night: Cerrone vs. Till,1.0,lw,dec_una,3,300,61070325bb440f58,Marcin Held ,Nasrat Haqparast,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,bw,ko_tko,3,219,4dcd6ff5e32a3779,Damian Stasiak ,Brian Kelleher,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,mw,dec_una,3,300,9da4e06a403f0d27,Sam Alvey ,Ramazan Emeev,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,ftw,dec_una,3,300,06287b822837a616,Artem Lobov ,Andre Fili,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,ww,dec_una,3,300,88f36fa2945ccac5,Salim Touahri ,Warlley Alves,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,wbw,ko_tko,2,153,f3f252b9810cff0d,Lina Lansberg ,Aspen Ladd,2017-10-21
UFC Fight Night: Cerrone vs. Till,0.0,ftw,dec_una,3,300,8b10419db5bffe28,Felipe Arantes ,Josh Emmett,2017-10-21
UFC 216: Ferguson vs. Lee,1.0,hw,sub,1,65,53ee6c3591483193,Fabricio Werdum ,Walt Harris,2017-10-07
UFC 216: Ferguson vs. Lee,1.0,wflw,sub,1,174,1ff3dff34d0b60b8,Mara Romero Borella ,Kalindra Faria,2017-10-07
UFC 216: Ferguson vs. Lee,0.0,bw,dec_spl,3,300,e08479759c296bb1,Tom Duquesnoy ,Cody Stamann,2017-10-07
UFC 216: Ferguson vs. Lee,0.0,wsw,dec_una,3,300,0f826e7bbb73b53f,Pearl Gonzalez ,Poliana Botelho,2017-10-07
UFC 216: Ferguson vs. Lee,1.0,flw,dec_una,3,300,d97970009fbfca30,Matt Schnell ,Marco Beltran,2017-10-07
UFC 216: Ferguson vs. Lee,1.0,flw,ko_tko,1,98,3f5f6c576046bf77,John Moraga ,Bibulatov Magomed,2017-10-07
UFC 216: Ferguson vs. Lee,0.0,mw,dec_una,3,300,2142ff2a46d22741,Thales Leites ,Brad Tavares,2017-10-07
UFC Fight Night: Saint Preux vs. Okami,1.0,lhw,sub,1,110,d1bee15e60ee6721,Ovince Saint Preux ,Yushin Okami,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,0.0,wsw,dec_una,3,300,e8d59c27b467d716,Claudia Gadelha ,Jessica Andrade,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,0.0,lw,ko_tko,1,90,ba27835ff05df0c9,Takanori Gomi ,Dong Hyun Ma,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,lhw,ko_tko,1,285,690ab86bdd94149b,Gokhan Saki ,Henrique da Silva,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,ftw,dec_una,3,300,6be073563a421bca,Teruto Ishihara ,Rolando Dy,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,flw,sub,1,270,3b89556b3f177b7b,Jussier Formiga ,Yuta Sasaki,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,ww,dec_spl,3,300,296cc69bcc3c1635,Keita Nakamura ,Alex Morono,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,wsw,dec_spl,3,300,37cdf5bd5c975a5d,Syuri Kondo ,Chan-Mi Jeon,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,ww,dec_una,3,300,da7afd49fefe6a46,Shinsho Anzai ,Luke Jumeau,2017-09-22
UFC Fight Night: Saint Preux vs. Okami,1.0,ww,dec_una,3,300,e0e4ce7595b5c26a,Daichi Abe ,Hyun Gyu Lim,2017-09-22
UFC Fight Night: Rockhold vs. Branch,1.0,mw,ko_tko,2,245,24438a644b975751,Luke Rockhold ,David Branch,2017-09-16
UFC Fight Night: Rockhold vs. Branch,1.0,ww,ko_tko,1,79,3dd22a9a0ea68cc6,Mike Perry ,Alex Reyes,2017-09-16
UFC Fight Night: Rockhold vs. Branch,0.0,mw,ko_tko,3,153,ff4cef86bef2d0aa,Hector Lombard ,Anthony Smith,2017-09-16
UFC Fight Night: Rockhold vs. Branch,1.0,lw,sub,2,131,128e818254ebfabe,Gregor Gillespie ,Jason Gonzalez,2017-09-16
UFC Fight Night: Rockhold vs. Branch,1.0,ww,ko_tko,1,168,4c1fd940e1619e68,Kamaru Usman ,Sergio Moraes,2017-09-16
UFC Fight Night: Rockhold vs. Branch,1.0,hw,dec_spl,3,300,7b80dd233e200dd2,Justin Ledet ,Azunna Anyanwu,2017-09-16
UFC Fight Night: Rockhold vs. Branch,0.0,lw,dec_spl,3,300,52e4f12eaeffd142,Anthony Rocco Martin ,Olivier Aubin-Mercier,2017-09-16
UFC Fight Night: Rockhold vs. Branch,0.0,hw,ko_tko,1,24,7864fc46de247f58,Anthony Hamilton ,Daniel Spitz,2017-09-16
UFC Fight Night: Rockhold vs. Branch,0.0,mw,ko_tko,2,145,7094c05bf73eee81,Krzysztof Jotko ,Uriah Hall,2017-09-16
UFC Fight Night: Rockhold vs. Branch,0.0,lw,ko_tko,2,295,2ec12d4bbc0752db,Jason Saggo ,Gilbert Burns,2017-09-16
UFC 215: Nunes vs Shevchenko 2,0.0,ww,sub,1,223,b6082b551288aa5a,Neil Magny ,Rafael Dos Anjos,2017-09-09
UFC 215: Nunes vs Shevchenko 2,1.0,flw,ko_tko,2,25,fdde8777c7ae9769,Henry Cejudo ,Wilson Reis,2017-09-09
UFC 215: Nunes vs Shevchenko 2,1.0,lhw,dec_una,3,300,6afaf0ca45431a11,Ilir Latifi ,Tyson Pedro,2017-09-09
UFC 215: Nunes vs Shevchenko 2,1.0,ftw,dec_una,3,300,94c7e64ce88c9b9e,Jeremy Stephens ,Gilbert Melendez,2017-09-09
UFC 215: Nunes vs Shevchenko 2,0.0,wbw,sub,2,256,92eb0a297c7ea197,Sara McMann ,Ketlen Vieira,2017-09-09
